ImageInput,Augmentation,Scheduler,CriterionWeight,OptimizerType,OptimizerLR,LossFunction,Model,Fold,Accuracy,Precision,Recall,F1,AUC,Uncertainty,num_epochs_trained
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,R101,5,0.9090909090909091,0.8835860250494396,0.8140915688085499,0.8425328303077307,0.9380615096738596,0.033324829290542424,9
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,R152,1,0.912534435261708,0.8728831883630646,0.8413049214936007,0.8557521493949779,0.9418488886756468,0.04018696132914824,9
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,R152,2,0.9077134986225895,0.8915286197385031,0.8013590183401504,0.8360433604336044,0.9393089757583755,0.04513075147295218,8
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,R152,3,0.9097796143250688,0.8689668927004388,0.8356313497822931,0.8507831039392502,0.9356985210329978,0.03618409678150255,9
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,R152,4,0.9084022038567493,0.8739438453925092,0.8228987993138936,0.8449195069635893,0.9363252527918051,0.04028123750766101,8
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,R152,5,0.9028925619834711,0.863858936292129,0.8141905264546774,0.8355913570065119,0.9279408413199152,0.03860466316001886,9
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,D121,1,0.9042699724517906,0.8704149364259266,0.8110898535426837,0.8359568735344438,0.934648970240737,0.06847799857078032,8
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,D121,2,0.9028925619834711,0.8629267316760203,0.8155099617363768,0.8360799855881823,0.9364871834854681,0.05967769261604068,9
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,D121,3,0.9139118457300276,0.8789305693214844,0.838204248581607,0.8563790264317983,0.9238475932300976,0.051747058624836285,9
224,none,reduce_on_plateau,None,Adam,0.0001,CEL,D121,4,0.9056473829201102,0.882509747752049,0.8027114395038923,0.8342431224194751,0.941435065791841,0.05504363725179336,8
