Scale,Fold,class_Accuracy,class_Precision,class_Recall,class_F1,class_AUC,class_Uncertainty,stain_Accuracy,stain_Precision,stain_Recall,stain_F1,stain_AUC,stain_Uncertainty,num_epochs_trained
n2_5,3,0.8621553884711779,0.8256218131652623,0.7264842287466722,0.7590579710144927,0.8715957516862494,0.046616295366267595,0.24185463659147868,0.23890804593971843,0.2405831202793729,0.2367985251208501,0.5040465963940178,1.3843719518304796,16
n2_5,4,0.87531328320802,0.8361061171188093,0.7651221531312029,0.7922982601274576,0.8900998109142906,0.04947302686889422,0.2600250626566416,0.26371798414394965,0.26074081534652327,0.25741647524291433,0.514899421784715,1.3846308401086311,17
n2_5,5,0.868421052631579,0.8369196149185762,0.7380316271718986,0.7713179987118044,0.8872305999002832,0.04403062389127606,0.2349624060150376,0.24041292327609065,0.24214069323568066,0.23425621138872627,0.4866763200482225,1.3845541473920784,17
n5,1,0.8690476190476191,0.8265445785770988,0.7524929210449572,0.7801147139304057,0.8792320862456607,0.05187225401464211,0.2531328320802005,0.2517120107989955,0.2521189658805556,0.24952098293251745,0.4922514669209594,1.3845548360090747,16
n5,2,0.8596491228070176,0.8000211036076061,0.7541039124749532,0.7730162156671027,0.8753774658752034,0.05108708575698141,0.24185463659147868,0.24229736129949106,0.24245834930956625,0.23939133977045912,0.4766902566221931,1.3846973940082736,16
n5,3,0.8709273182957393,0.8281683736957979,0.7580126245284616,0.7847079069304492,0.8869248643004302,0.03868166708268851,0.25877192982456143,0.2595252036342966,0.258715247713461,0.25521460471962487,0.5099548058337083,1.3846991589878275,16
n5,4,0.8577694235588973,0.8082036280736447,0.7301930367541227,0.7579218370282863,0.8609091165652252,0.049276517911806435,0.2324561403508772,0.23537772417248637,0.23363450703246919,0.23039222766260573,0.4793791649492415,1.384614520960884,16
n5,5,0.8671679197994987,0.8283913680056019,0.7426458829173761,0.7729839402267262,0.8824140882964413,0.04556307706107551,0.2462406015037594,0.2481288789511995,0.2505558112932075,0.24442561164863016,0.4835914487129293,1.3846183908099,17
n10,1,0.8627819548872181,0.8136935603256847,0.7441910236027882,0.7702082841621594,0.8672448989191072,0.0519971458337685,0.24812030075187969,0.24496887118497324,0.24685484739328664,0.2443831344450824,0.4960061551779731,1.3847450728138597,16
n10,2,0.8677944862155389,0.8158664536146972,0.7635981787565498,0.7848390074977558,0.886666164946708,0.046362038271077155,0.23558897243107768,0.237896052459385,0.23485998259032834,0.23275795955478992,0.48145056072247694,1.3848152938157052,17
n10,3,0.8677944862155389,0.8292041292041292,0.7441251728582046,0.7743658738736083,0.8872376553372028,0.05176092065644376,0.2550125313283208,0.25464769312282576,0.25794139943502503,0.2533822351529984,0.5129161262647219,1.384718434231919,16
n10,4,0.8696741854636592,0.8183341712753478,0.768036048579035,0.7886996904024768,0.873789992568273,0.03935845846298101,0.2550125313283208,0.25915091540638635,0.2570451412118883,0.25303961563745975,0.5062176897056869,1.384904087343915,16
n10,5,0.8471177944862155,0.7865506984449715,0.7147816107092125,0.7401484012171036,0.8748459562939201,0.048895946852560594,0.25,0.25250038834146477,0.2524406501842758,0.24819418425959858,0.49916600899224184,1.3847514551204736,16
