Model,rmv_inf_grad,Fold,Accuracy,Precision,Recall,F1,AUC,Uncertainty,num_epochs_trained,Acc_class_0,Acc_class_1
RX101_32x8d,True,4,0.9111570247933884,0.8646699517503336,0.8673189773285424,0.8659840947873403,0.9435755586002466,0.044847333485166445,14,0.9425587467362925,0.7920792079207921
RX101_32x8d,True,5,0.9008264462809917,0.8480150823866919,0.8547165421502986,0.8512951083168571,0.9409645925428053,0.04791196056030901,13,0.9338555265448216,0.7755775577557755
RX101_32x8d,False,1,0.8946280991735537,0.8328977272727273,0.8702401571749865,0.8491909890400823,0.937552240863773,0.0652039971641475,9,0.9120974760661444,0.8283828382838284
RX101_32x8d,False,2,0.9070247933884298,0.851185395922238,0.8829330713750225,0.865468359121653,0.9425530020364961,0.05083525869107305,12,0.9242819843342036,0.8415841584158416
RX101_32x8d,False,3,0.9084022038567493,0.8633042644720845,0.8570733052417513,0.8601313106804906,0.9409588478430089,0.05781322832799797,9,0.9451697127937336,0.768976897689769
RX101_32x8d,False,4,0.8946280991735537,0.8333020989505248,0.8678101491611302,0.848533752232047,0.943420451705745,0.05933944080823679,10,0.9138381201044387,0.8217821782178217
RX101_32x8d,False,5,0.9042699724517906,0.851593956939869,0.864182371239735,0.8576413355594068,0.9429838545212225,0.04572718937066932,11,0.9329852045256745,0.7953795379537953
Vit,True,1,0.8987603305785123,0.8653145429214446,0.8133159268929504,0.8353694515168881,0.9028887222925948,0.010865096335061077,11,0.9599651871192341,0.6666666666666666
Vit,True,2,0.8925619834710744,0.861375855112366,0.7948194297236513,0.8215384227511093,0.9020212726233459,0.014289785393755472,9,0.9625761531766753,0.6270627062706271
Vit,True,3,0.8829201101928374,0.8341891473877863,0.7948021956242621,0.8119514870794734,0.8952971015117179,0.011022407989074235,11,0.9460400348128808,0.6435643564356436
Vit,True,4,0.8856749311294766,0.8476756586653613,0.7856078036002034,0.8106446027521235,0.9063039463215251,0.013813659262287621,9,0.9573542210617929,0.6138613861386139
Vit,True,5,0.8911845730027548,0.8598338598338598,0.7915190996906478,0.8187265917602997,0.9138036519056606,0.010283579607844678,9,0.9625761531766753,0.6204620462046204
Vit,False,1,0.8987603305785123,0.8653145429214446,0.8133159268929504,0.8353694515168881,0.9028887222925948,0.010865096335061077,11,0.9599651871192341,0.6666666666666666
Vit,False,2,0.8925619834710744,0.861375855112366,0.7948194297236513,0.8215384227511093,0.9020212726233459,0.014289785393755472,9,0.9625761531766753,0.6270627062706271
Vit,False,3,0.8829201101928374,0.8341891473877863,0.7948021956242621,0.8119514870794734,0.8952971015117179,0.011022407989074235,11,0.9460400348128808,0.6435643564356436
Vit,False,4,0.8856749311294766,0.8476756586653613,0.7856078036002034,0.8106446027521235,0.9063039463215251,0.013813659262287621,9,0.9573542210617929,0.6138613861386139
Vit,False,5,0.8911845730027548,0.8598338598338598,0.7915190996906478,0.8187265917602997,0.9138036519056606,0.010283579607844678,9,0.9625761531766753,0.6204620462046204
