Scale,Fold,class_Accuracy,class_Precision,class_Recall,class_F1,class_AUC,class_Uncertainty,scanner_Accuracy,scanner_Precision,scanner_Recall,scanner_F1,scanner_AUC,scanner_Uncertainty,num_epochs_trained
p1,3,0.8627819548872181,0.8199272943333664,0.7355363543146348,0.7651640211640212,0.876786201446835,0.07847291200548348,0.993734335839599,0.9664021164021164,0.9753719934002391,0.9708066753165406,0.9995262333097882,0.011697510524839128,20
p1,4,0.8665413533834586,0.820926297980332,0.7498212622647011,0.7765039476097715,0.8823552929887771,0.08651902033642898,0.993734335839599,0.979336118658168,0.9603635923285349,0.9694977442006065,0.9996221667272285,0.010324903428792562,18
p1,5,0.8602756892230576,0.8156585565205638,0.7307010282123405,0.7602110149536299,0.8775011523880303,0.09858196753211203,0.9912280701754386,0.9815438986194809,0.9335028684740324,0.9551690119871937,0.9995634070807481,0.012933907433235468,17
p2,1,0.8646616541353384,0.819977475526293,0.7432197251201776,0.7712155963302753,0.8809371501679194,0.0997177759531221,0.9962406015037594,0.9868589443456005,0.977218715468568,0.9819502074688797,0.9998364735611364,0.005655355900531734,19
p2,2,0.8659147869674185,0.819349593495935,0.7494238059848919,0.775753214555845,0.8831384464868628,0.09805704145155329,0.9974937343358395,0.9981634527089073,0.9781420765027322,0.9877797546586758,0.9998293537163491,0.006120991200954498,18
p2,3,0.8546365914786967,0.7939140948871488,0.7401059256262876,0.7613014855480746,0.8729527473871365,0.09324032390036377,0.993734335839599,0.9792421825914648,0.9603635923285349,0.9694493866466898,0.9991608932756968,0.0062865887224094865,19
p2,4,0.8527568922305765,0.7981525856558526,0.7226860518715722,0.7493904480248779,0.8791097920057197,0.07266347151140072,0.9906015037593985,0.9614719517855647,0.9480495890286544,0.954574846270348,0.999382044459089,0.008960322333988708,29
p2,5,0.8696741854636592,0.8491981192380357,0.7312537041043828,0.7681917211328976,0.8828327108870095,0.06572379373563877,0.9949874686716792,0.9763456135412207,0.9762953544344035,0.976320198835741,0.9997197771039973,0.005467486945115411,50
p3,1,0.8652882205513784,0.8438093669357052,0.720898674518584,0.7578827120466651,0.8829808750623229,0.08331368572278085,0.9981203007518797,0.9986206896551724,0.983606557377049,0.9909055536520067,0.9999632065512557,0.003510741952273708,24
p3,2,0.8609022556390977,0.8182397959183674,0.7300166508311305,0.7602857800089307,0.864314540785129,0.10778691489484554,0.9949874686716792,0.9907788618930297,0.9612869533626993,0.9751963122447518,0.9999566149450462,0.005063816542426208,18
p3,3,0.8590225563909775,0.8114885114885115,0.7309879493137412,0.759394889201715,0.8796036725900979,0.0825329078290798,0.9987468671679198,0.9894179894179894,0.9990766389658358,0.9941613350633082,1.0,0.0020024113017338228,42
p3,4,0.8609022556390977,0.8165204678362573,0.7321803181531689,0.7616173142185108,0.8613183319065673,0.07934166823518125,0.9962406015037594,0.9869079386977974,0.977218715468568,0.9819750547458579,0.9998974054847839,0.0037586086714374084,35
p3,5,0.8590225563909775,0.8304429073155599,0.7104331097543768,0.7458582538742284,0.8846059773661583,0.07850971987678759,0.993734335839599,0.9792880192517216,0.9603635923285349,0.9694732813690224,0.9998069377048311,0.006259703757315241,26
p4,1,0.868421052631579,0.8358615221987316,0.7391134608329178,0.7719646312489283,0.8770260863021045,0.08919137571441312,0.9962406015037594,0.9869079386977974,0.977218715468568,0.9819750547458579,0.9998662849127449,0.0034928879138583094,21
p4,2,0.8652882205513784,0.8287766351295763,0.7349625121118334,0.7668643547868766,0.8846577172369027,0.09509866513587349,0.9981203007518797,0.9986206896551724,0.983606557377049,0.9909055536520067,0.9999882637556631,0.0024009899945347563,28
p4,3,0.8571428571428571,0.8073174739609668,0.7287137468132943,0.7565217391304347,0.8698365960809401,0.11076532914762259,0.9974937343358395,0.9929690670162624,0.9831448768599671,0.9879668049792532,0.999979559195142,0.003086579707373632,28
p4,4,0.8596491228070176,0.8147923260771268,0.729221738271512,0.7588004792901324,0.8696178775364296,0.06549674231663452,0.9924812030075187,0.9538291804575448,0.9795031091403507,0.965996806008446,0.9997980726446299,0.004598827844724872,35
p4,5,0.8577694235588973,0.8326718639262934,0.7042290288896624,0.7404575012160726,0.8736559392667989,0.09065440322763448,0.9956140350877193,0.9862068965517241,0.9717542345942509,0.9787796251880158,0.9998437311535754,0.002984984169167943,32
